	('pCREB', 'Marker-type: phospho marker')	('pMAPKAP2', 'Marker-type: phospho marker')	('pERK1 2', 'Marker-type: phospho marker')	('pp38', 'Marker-type: phospho marker')	('pS6', 'Marker-type: phospho marker')	('CD14', 'Marker-type: surface marker')	('pPLCg2', 'Marker-type: phospho marker')	('pSTAT1', 'Marker-type: phospho marker')	('pSTAT5', 'Marker-type: phospho marker')	('HLADR', 'Marker-type: surface marker')	('CD1c', 'Marker-type: surface marker')	('CD19', 'Marker-type: surface marker')	('pSTAT3', 'Marker-type: phospho marker')	('CD123', 'Marker-type: surface marker')	('CD38', 'Marker-type: surface marker')	('CD16', 'Marker-type: surface marker')	('CD161', 'Marker-type: surface marker')	('CD66b', 'Marker-type: surface marker')	('CD57', 'Marker-type: surface marker')	('CD56', 'Marker-type: surface marker')	('CD3', 'Marker-type: surface marker')	('CD4', 'Marker-type: surface marker')	('IkBa', 'Marker-type: phospho marker')	('CD45', 'Marker-type: surface marker')	('CD27', 'Marker-type: surface marker')	('CD127', 'Marker-type: surface marker')	('CD25', 'Marker-type: surface marker')	('CD8', 'Marker-type: surface marker')
('cluster-1863', 'Majority-Treatment: Plasma', 'number in clust: 103')	-0.4485038126516841	-0.5270874208055689	-0.7216776379492591	-0.5728879401600333	-0.15523387637662953	-0.19523729912114932	-0.029812666560129566	-0.24107597452272192	0.751374800751298	-0.26225429633151376	-0.07504114781606987	-0.08285104605980227	-0.023315367587589952	-0.10232654889696502	-0.24275746685752142	-0.1960872775291029	-0.13230500707689744	-0.024574742780632316	-0.12976982490005554	-0.16916263929499986	0.4629739787349507	-0.7799947105293277	-0.6740627667942527	0.8863081450165796	-0.4072806493522546	-0.2605998328843877	-0.43535219166525796	3.4936915931923136
('cluster-528', 'Majority-Treatment: Plasma', 'number in clust: 79')	-0.5331368784978279	-0.5714919936121005	-0.5192481557421936	-0.5182304583806572	-0.07832680500054631	-0.2955742927937657	-0.20237570924991605	-0.33257931265610724	1.0759714671942688	-0.28725975409934773	-0.09706661530908167	-0.2208269870550066	-0.021686581707991565	-0.08871759770045931	-0.4010968083841111	-0.2338128190952599	-0.1381108336867209	-0.09313037333377525	-0.23595940282261374	-0.25823208642646245	-0.10316843992675517	-0.7595106810993156	-0.13382776860656326	0.022200101945166563	-0.1297187569630875	-0.010509872997430387	-0.25904870882171327	4.1249880495706135
('cluster-1413', 'Majority-Treatment: Plasma', 'number in clust: 174')	-0.4902279116487501	-0.4640813680145595	-0.7277166415510234	-0.4553211229368546	-0.15916592393647458	-0.27714913282151454	-0.3524963451195486	-0.2599584295258545	0.5425726044755453	-0.3142063729799347	-0.13490054031265816	-0.19804667853842425	-0.017746928161577954	-0.12972859734914785	-0.255605150957943	-0.21949538004909752	-0.2580090345856547	-0.0843265079738422	-0.22521351285784974	-0.29845928567218283	0.18167956202087507	-0.7587244264774254	0.6029428169473385	0.048107541782878196	-0.2286306724264625	-0.23249750253609597	-0.38685822747211296	2.8669859178462507
('cluster-593', 'Majority-Treatment: Plasma', 'number in clust: 149')	-0.4837349301823388	-0.5520990134785727	-0.7610203170031351	-0.4193142135236128	-0.1476078620900222	-0.2970108870430296	-0.15281265238688305	-0.23948339340611985	0.10841138627669952	-0.28489397202479766	-0.13898674011652237	-0.13146474341468878	-0.012940217255345205	-0.11854616663136831	-0.370525425625912	0.06391457025680249	-0.27359192979032876	-0.10032610727516733	-0.21234316529197378	-0.3236698961879413	0.4748507363204484	-0.7658033749085235	1.093716617114163	0.6873479689508428	-0.2424506796276611	0.015225584089231614	-0.31500127225300334	4.583297532743181
('cluster-1790', 'Majority-Treatment: Plasma', 'number in clust: 107')	-0.5504055053108217	-0.6166021084597327	-0.7918571587081608	-0.6649304399154466	-0.1875877059376462	-0.24581366712602148	-0.29358195220902716	-0.40098722338833914	-0.44438727755944285	-0.3089997433290172	-0.14670608263013732	-0.18997894369809928	0.003258993933229405	-0.1208807084976657	-0.25286359550145066	-0.22962617228361595	-0.2996793090429252	-0.10990548791162436	-0.18852543480617853	-0.12405748480313615	0.23429209454023547	-0.6911294186260929	0.549887985206828	0.4546410190903947	-0.39924614585609725	-0.1850240151928004	0.5174649246195856	3.526044592555781
('cluster-810', 'Majority-Treatment: Plasma', 'number in clust: 154')	-0.3887453695720994	-0.5359118926007732	-0.7628856484502673	-0.4585624143009541	-0.18248376038880443	-0.2892526998522828	-0.22668479435478844	-0.3682427355388673	-0.39312182589980554	-0.30528106016746787	-0.13524199276812135	-0.1683102254587576	-0.009542305560053067	-0.1152845768231053	-0.3793721391893276	-0.24087876546617212	-0.2635450240040376	-0.10160928612583169	-0.2616165635650888	-0.24522934323646284	0.4485548257509921	-0.7683418137812343	1.5445677352290856	0.4403555839742997	0.7055655530492685	-0.2518836795983054	-0.366315017458501	3.5772980064930002
('cluster-401', 'Majority-Treatment: Plasma', 'number in clust: 416')	-0.5193918193318158	-0.5655067812497184	-0.740150428670377	-0.4653692972198098	-0.15205625203557183	-0.2896943572429675	-0.3727597458252243	-0.39725950554273554	-0.42857162789342707	-0.31296774148005624	-0.14688071998754307	-0.20791559869780082	-0.01843584885470538	-0.10856780239864836	-0.3721881608543701	-0.22574032400796687	-0.263917197291594	-0.08463599282512986	-0.25584854854885725	-0.2853424888314143	0.2753188257890022	-0.7561730240194977	1.2847709326068288	0.4277887215678247	-0.3619032402604377	-0.2061932757426954	-0.44043790987866727	2.605286051087035
('cluster-1446', 'Majority-Treatment: Plasma', 'number in clust: 305')	-0.9050728214695135	-0.8435185107683904	-0.7726726898076521	-0.6578137553647768	-0.17917189612481313	-0.27936708398891213	-0.275063462200496	-0.353816265608782	-0.35800428720375244	-0.25133117695983065	-0.15514975017697016	-0.20415152826988323	-0.02123323757797132	-0.10291036230360598	-0.3315418935712107	-0.17360572222458326	-0.28488122713403635	-0.05966894464261741	-0.07244077593033114	-0.28226958691691756	-0.1639662538215106	-0.7766618568238635	-0.6736214391854342	-0.12859551161743227	-0.24830145302342962	-0.23816563965217674	-0.37714181799271446	2.7183975272745795
('cluster-121', 'Majority-Treatment: PMA', 'number in clust: 220')	-0.38730480156497343	-0.40538984647628695	-0.33559157814864304	-0.3597045177143215	-0.0613616754325358	-0.27490419877761824	-0.22505606680409715	-0.3624129031999722	-0.48319857985927545	-0.28452548239768305	-0.1363451875426411	-0.14133719004834028	-0.017743865323099052	-0.1209790155137607	-0.28036670559953525	-0.25243208947306256	-0.2769484199309605	-0.09266051351249317	-0.20072581049256616	-0.2800235540646401	0.05651382292470315	-0.7570440998280231	-0.5696487792064078	0.022547775810414908	-0.38931353025867665	-0.27055413399279415	-0.40148800665377027	2.3038814012970517
('cluster-621', 'Majority-Treatment: Plasma', 'number in clust: 192')	-0.623390285014662	-0.6993946050949285	-0.47870096668820256	-0.47566743577251225	-0.07106292359378855	-0.297431802989672	-0.28548288242490305	-0.38284561162068986	-0.3497416881001856	-0.2747221897745411	-0.1388863942186758	-0.2211829698369947	-0.0225728365851061	-0.1283941168552875	-0.4336434115625325	-0.23168303522461456	-0.22539531933091447	-0.08226928535387225	-0.11967620270155516	-0.18196474853775074	-0.024784565453315886	-0.7707221499440182	-0.4357751107486277	-0.2667004259696496	-0.3693279463571341	-0.19783059773388248	-0.3275013774566663	4.438278080686853
('cluster-70', 'Majority-Treatment: Plasma', 'number in clust: 73')	-0.9951254265607734	-0.9757616378108647	-0.7885132584522796	-0.686987503145753	-0.20520265666577933	-0.30457629198532993	-0.3045593042559765	-0.4535849467428964	-0.4733866399428889	-0.14731928826390653	-0.15506542029843678	-0.23627926474249356	-0.010996956127492382	-0.11907442422859997	-0.3338647666487401	-0.17346433916705234	0.5791221260280924	-0.08628723510396114	-0.19629142621542622	-0.13833096000837844	0.07764559175415911	-0.7737224529051915	-0.37217195261670416	-0.06805719207142137	-0.4057639006971077	-0.19550119519245762	-0.4815122345980029	2.1198135803162743
('cluster-1922', 'Majority-Treatment: Plasma', 'number in clust: 35')	-0.285208101045306	-0.5111585405638186	-0.7821191846855288	-0.5940582664513756	-0.18255697458846065	-0.3009252976528044	0.037662438923103385	-0.4883356863732722	-0.28559936199472397	-0.2607867773944373	-0.17149791206498047	-0.23880022170605741	-0.025255917907484864	-0.13533134776111602	-0.27051647016001285	-0.06978054278247059	-0.12435033455975274	-0.11094171713548473	-0.14913038095830713	-0.371476076501885	0.19173127746722396	-0.7865768690588743	0.15985077863398917	4.0509526938018725	0.5017856997190728	0.004080027452917536	-0.3709285199379095	4.123917210717752
('cluster-39', 'Majority-Treatment: Plasma', 'number in clust: 149')	-0.5931799949467117	-0.7351735055599612	-0.7755815757118727	-0.6261127923080525	-0.17201775144386308	-0.27616648698106394	-0.16597644536396733	-0.41593668466884304	-0.40945795844954624	-0.2214798323396443	-0.15464028860207932	-0.1259701186925473	-0.024015904528501292	-0.12616212295441329	-0.22065530756656795	-0.21348712432752032	-0.20122917787782038	-0.03570977401545279	-0.015270389186434443	-0.09682798227931841	0.4023197735970769	-0.7724836868414006	-0.5626775867811378	2.5762126084875336	-0.40825083267128215	-0.1998307975395208	-0.2904292418634796	3.073744909195899
('cluster-598', 'Majority-Treatment: Plasma', 'number in clust: 93')	-0.412273788475244	-0.5421348367358081	-0.7747833424006011	-0.4909601881324295	-0.17275238777786445	-0.31421690686483583	-0.14999933899832962	-0.27167588384013647	-0.47584406115118344	-0.2624680023456448	-0.12135507566354709	-0.14235379712728646	-0.011975757119984576	-0.11627365382177401	-0.23708624378077764	-0.1854273085474714	-0.1827619991586714	-0.08601676836844367	-0.12848043505116238	-0.2500423789432944	1.0525937353116381	-0.7767663847369493	-0.027690732014312096	2.2223927761234332	0.6028884047095993	-0.09775157393959637	-0.17063914607106206	2.2068240101178835
('cluster-1196', 'Majority-Treatment: Plasma', 'number in clust: 158')	-0.8053682879659684	-0.7327405562054112	-0.6767191009623246	-0.607011989497194	-0.16838285912224335	-0.26793771137695166	-0.25471763761660876	-0.43342446254402794	-0.2934387366090574	-0.27821687978644877	-0.14551197604640687	-0.2354217098456244	-0.024880146677744755	-0.12967136139728336	-0.3881878749944037	-0.22803229127663036	0.0016218893182246795	-0.0658989022197298	-0.09139288481364176	-0.23279995452782934	0.026726022947086994	-0.7772675071061618	-0.8005907969889924	2.187424304238136	-0.3176579308641415	0.03211689932677317	-0.41302205515696566	1.5797091124735354
('cluster-372', 'Majority-Treatment: Plasma', 'number in clust: 404')	-0.7593297210411553	-0.737763372993206	-0.749917691324405	-0.5897282031966006	-0.17559300530131866	-0.26955992904031556	-0.15114817327630498	-0.2590392994451003	-0.4374019864480807	-0.23651300857469915	-0.16324862564436018	-0.14807791600962483	-0.02140087299271809	-0.10230540312121846	-0.3459404651692269	-0.1468339362612326	-0.23947972559333688	-0.05709735675042776	-0.09603395470357838	-0.22997143014323357	0.0993505188999199	-0.7557801892740045	-0.6230440401338803	1.154981348823401	-0.3884695509035998	-0.2187680796055373	-0.26297034606028125	1.7654263091148295
('cluster-786', 'Majority-Treatment: Plasma', 'number in clust: 310')	-0.8805125626661349	-0.8366353153953346	-0.7888036517514218	-0.676662691124452	-0.1881785565859124	-0.28250266548350234	-0.2068509652056837	-0.2750161029712601	-0.12763526033953793	-0.28730210906065917	-0.13295333449652796	-0.1884374211241895	-0.021335882723861766	-0.11859607836741924	-0.3342957003679234	-0.11033674003518926	-0.2236786109276789	-0.06417386971965257	-0.11380349373204854	-0.24756704078470768	-0.15679912726231568	-0.7732625470561227	-0.8030869823492961	-0.1351007457218834	-0.3905324280207396	-0.20215384865332756	-0.3041636627597731	1.2332996199640516
('cluster-370', 'Majority-Treatment: Plasma', 'number in clust: 157')	-0.7268236680845663	-0.7644941325702608	-0.6139501841050452	-0.5954201023728847	-0.1454839450764212	-0.22800881755837726	-0.09390176267471462	-0.32320830314724075	0.592776775565111	-0.20039696316137676	-0.10953184142166805	-0.21449104361234078	-0.02367299664601898	-0.08686515730753776	-0.4110732097546437	-0.16272372482121356	-0.29304485083640947	-0.05500772590721028	0.20298238101968513	-0.14115421804079695	-0.15165433789402394	-0.7529304757097908	-0.8428774878896076	0.71867340266521	-0.3885090236926323	-0.26158192991927626	-0.4127225461803901	1.8285595767278835
('cluster-493', 'Majority-Treatment: Plasma', 'number in clust: 211')	-0.569842062745631	-0.6061626577145421	-0.7780965012250838	-0.46110407027744355	-0.17061965868423762	-0.28377786634511704	-0.21787080118654692	-0.2867808133943691	-0.377565230547218	-0.30935046129663274	-0.14473375840051428	-0.18786797956634985	-0.024612767449605933	-0.12364150336481075	-0.3239262232352048	-0.1579353188546451	-0.29553817866323695	-0.09901227402179708	-0.2221899547940277	-0.2617438397884728	0.3318685944973388	-0.7667840728394029	-0.07876849394197798	0.8314729777909847	0.7414898868072323	-0.26090860568285634	-0.41545468675751945	1.1009398629989364
('cluster-71', 'Majority-Treatment: Plasma', 'number in clust: 267')	-0.7227182047904863	-0.7206679791322317	-0.7345086450555138	-0.5275256306035377	-0.18056499783458432	-0.30565762867100466	-0.37280034670212614	-0.4106257486370499	-0.4637811755389255	-0.304594202936928	-0.14870936329789117	-0.2462183787584751	-0.01584505284652324	-0.12730021013793874	-0.39283525138962094	-0.26482114162977355	-0.2521933594590884	-0.09379246089677401	-0.23986644648484573	-0.2628256927003476	-0.12467098848371612	-0.7561687627183658	0.09171671257097375	0.6493026151316423	-0.3645398301658129	-0.22491743086914645	-0.43782392923771785	0.749616257873765
('cluster-1416', 'Majority-Treatment: Plasma', 'number in clust: 380')	-0.5323545748226365	-0.4887397693802031	-0.7601597698707313	-0.4591981027162763	-0.17197685037582175	-0.28757362035262224	-0.32930755613541546	-0.25381288970214516	-0.40397965578388384	-0.30085486412955964	-0.13356516011930414	-0.24006773197932355	-0.014863858137088458	-0.12148751822209454	-0.32755083931590656	-0.21384958772934	-0.2687938271085607	-0.08757832228999841	-0.22796896166536382	-0.3294293734422379	0.25567631442090105	-0.7659772476762973	0.7080422664718838	1.122681491605188	-0.33199281646648804	-0.20154682729253473	-0.41914900379910397	1.7401990896171482
('cluster-1132', 'Majority-Treatment: Plasma', 'number in clust: 53')	-0.6970213450489628	-0.2937636781879834	-0.7402760431065897	0.5311234383333202	-0.07286286847122857	-0.26948456053040976	-0.6010579173869566	-0.14744978216197455	-0.5045414557743535	-0.32657679313113686	-0.17667936988685165	-0.05176085942148586	-0.0069414477404797946	-0.06295548796201515	-0.43452420342502157	-0.2586043434071443	-0.3329766043200309	-0.11094171713548473	-0.2722246219304206	-0.41231712760095773	0.3395622559371662	-0.7831416098595639	0.7338843745608966	0.6865490982903698	-0.3117453216359915	-0.25403981726219366	-0.48920086836765647	2.1827289296578347
('cluster-501', 'Majority-Treatment: Plasma', 'number in clust: 55')	-0.5425249598523906	-0.5540286335571242	-0.7822706832449415	-0.4531027843871546	-0.17388909774504313	-0.26175931957887466	-0.43121701065764534	-0.5434503102648852	-0.39951825356645604	-0.311976878291215	-0.14226680921467735	-0.17104100293882335	-0.02578900457087048	-0.1271040486039527	-0.32666351595863097	-0.1546546470797301	-0.30804313487779694	-0.0946869464985723	-0.2712493316224249	0.5790849591215467	0.4745361151794785	-0.7642573464682266	0.9189404858419059	0.2076756279471534	-0.3639410393294525	-0.23468954474010692	-0.4282083528968964	1.4962831607485723
('cluster-847', 'Majority-Treatment: Plasma', 'number in clust: 302')	-0.7248787437548595	-0.6207232852960012	-0.7503185599574059	-0.53305325260209	-0.16468425720276625	-0.28969846337188326	-0.27234377094434864	-0.3864708694716376	-0.4073742429893698	-0.30742764184312765	-0.1509856822611767	-0.19337064614843752	-0.013431750427093039	-0.12421367909430253	-0.38082177529771327	-0.22525506702559367	-0.27619633690043505	-0.08973752728045177	-0.21660401947611216	-0.31498200131462434	0.04886393765676267	-0.7681683362770992	0.04302554183198001	-0.4854575454956838	-0.34680185189756396	-0.25039539783013615	-0.3676625122853756	0.9714140294946612
('cluster-737', 'Majority-Treatment: Plasma', 'number in clust: 159')	-0.8715782581096284	-0.8042013844450538	-0.7463998098886147	-0.63274522672227	-0.17786329845315005	-0.2881145697000747	-0.288527438138252	-0.3184584293642412	-0.46455453329040547	-0.28129318804662384	-0.16360257209708234	-0.18617354141883102	-0.022964061488631116	-0.12409029212977238	-0.3500628518069189	-0.23873008583902044	-0.23654945923511958	-0.0882051457295999	-0.2245698936465307	-0.3795499233689256	-0.10025436414335544	-0.7727274275830526	-0.5028073331851325	-1.0434821100141352	-0.3723929498018052	-0.23547507581232502	-0.32759121820481285	1.4973470053129379
('cluster-1365', 'Majority-Treatment: Plasma', 'number in clust: 253')	-0.6255954133657695	-0.6719008016503437	-0.7270811811796764	-0.5666443210798305	-0.1640223366095929	-0.3184290447594311	-0.30671398090793306	-0.36389973067117637	-0.5016797126145622	-0.31860049099280546	-0.07950654027966919	-0.17059043066021276	-0.019609545537594617	-0.11963382475666702	-0.3711695764814987	-0.18374741028611877	-0.26436437787069955	-0.10228742754808634	-0.22197676611192796	-0.36704561382976497	-0.1995427105541989	-0.7483988226215107	0.2478668519048726	0.0012060266278678606	-0.3812026620643565	-0.22364168395340145	-0.46509937870406776	1.5977998501457822
('cluster-848', 'Majority-Treatment: Plasma', 'number in clust: 276')	-0.8192148293879152	-0.6560276005361195	-0.7360679276604082	-0.47756453472191157	-0.17776830840731153	-0.2947902421609468	-0.4170606533217244	-0.414912244267044	-0.48085134097173454	-0.3143662978055434	-0.146846372702175	-0.1689257342179161	-0.01904763288988916	-0.11349582966665513	-0.33318580958414307	-0.191531947531922	-0.2935013971683355	-0.09234774850630866	-0.2489564223542866	-0.34583482423494805	0.0808460597281024	-0.7797562165703675	0.5338388090341719	-0.69730871755213	-0.402529551482362	-0.19219122283156775	-0.4058301437283528	2.033042046661769
